MassFeature_Column,KM1513-125m_A,KM1513-125m_B,KM1513-125m_C,KM1513-15m_A,KM1513-15m_B,KM1513-15m_C,KM1513-45m_A,KM1513-45m_B,KM1513-45m_C,KM1513-75m_A,KM1513-75m_B,KM1513-75m_C,S11C1_A,S12C1_A,S12C1_B,S13C1_A,S13C1_B,S14C1_A,S14C1_B,S14C1_C,S2C1_B,S2C1_C,S2C3_A,S4C1_A,S4C1_B,S4C1_C,S4C2_A,S4C2_B,S6C1_A,S6C1_B,S6C1_C,S6C2_A,S6C2_B,S7E41D100_1,S7E41D120_1,S7E41D140_1,S7E41D160_1,S7E41D180_1,S7E41D250_1,S7E41D30_1,S7E41D40_1,S7E41D60_1,S7E41D80_1,S8C1_A,S9C1_A,S9C1_B,S9C2_A,S9C2_B,U3_A,U3_B,U4_A,U4_B,U6_A,U6_B,U7_A,U7_B,U8_A,U8_B,U9_A,U9_B
I275.9414R1.7_HILICNeg_X_HILICNeg,0,0,0,0,14873,39333,0,0,15920,0,0,0,0,0,0,1953031,1076857,476751,1133632,2275547,55572,119089,53254,1739376,1559977,2335142,4042503,2842162,0,0,0,543557,605387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I276.9109R1.79_HILICNeg_X_HILICNeg,0,0,0,128511,79620,289358,0,13922,11656,0,0,0,118069,0,27214,1691490,1267290,1362433,4664054,9638169,1100532,1835020,2352503,2360170,1876863,2149561,1709388,1814896,64107,0,45526,362588,527359,0,0,0,0,0,0,0,0,0,0,816261,53289,26050,804699,449340,0,85262,0,0,0,0,0,0,0,12678,0,0
I277.9097R1.79_HILICNeg_X_HILICNeg,0,0,0,104631,186911,267747,13504,12927,19856,0,0,0,170729,21824,10428,1560194,1341240,1491939,4571041,10380929,1165776,1941018,2523904,2273359,1718056,2184091,1949757,1472646,21250,0,91882,389628,487220,0,0,0,0,0,0,0,0,0,0,845303,0,55450,796981,476653,19270,73334,0,16354,0,0,0,0,0,0,0,0
I279.1706R4.12_CyanoAq_X_RP,848772,945978,1150366,3711943,3705123,3082184,915458,918351,813721,565204,907567,1930406,300865,1166378,1400482,249620,396949,305046,911160,489588,1221492,607328,54582,168224,153885,262620,196606,326488,170402,367684,283750,547560,482284,13529,34833,6259,25183,17705,10002,4355237,2418645,191363,67639,741727,457434,447841,400743,323116,493024,841921,385252,264392,1051402,1378494,1511287,432216,492386,1641145,483229,518225
I283.0872R1.5_CyanoAq_X_RP,80568,39884,54614,135714,189977,111999,122337,177171,130374,123787,122934,144384,132092,405645,473208,233172,223652,300862,761565,61855,0,8928,4226,35594,53351,10144,28886,9825,61547,119554,42752,177875,61387,4280,9059,10941,23205,4582,2100,109822,81851,42660,8986,45239,64510,135101,57383,106920,29669,135397,111452,90566,28656,186371,146056,32482,143625,157922,64340,149011
I284.0991R8.89_HILICPos_X_HILICPos,5352006,3770502,5337763,21668770,22323868,17497266,8415915,10587216,10831703,8085866,8995544,13420863,9938296,20319272,17233796,9447698,3972817,10737457,10497378,8259992,3021054,1205702,787151,1962848,1768474,1945308,2466958,2600762,3168144,6193420,2606616,7773006,3717248,292881,261529,80338,508670,539497,139466,3331813,2087454,600488,192521,8637775,9950553,6916520,12648844,8175203,5605659,10721630,8855453,5394517,15749485,24718022,15207632,4304711,12101093,18304342,5809156,4913305
I284.0992R1.08_CyanoAq_X_RP,1203496,696115,816750,3634106,3633100,2755736,1444023,1720589,1579370,1891245,1476537,2759241,1526082,7147389,6521776,1490938,1872340,3607984,4160017,2351293,908899,284315,173603,710842,707054,449289,472082,945463,710277,1022297,408816,2141067,1505308,169664,220134,159421,545163,238858,127625,1711990,881829,348121,194143,1395679,3249430,1810809,1352026,1399222,1059530,2361309,2740970,1540104,4960074,6117666,4412588,534027,3750314,5558835,1346681,1660876
I284.2193R6.29_CyanoAq_X_RP,727674,547709,598179,2346,3002,2640,64366,118922,82474,212483,187232,195027,1800,1879,3212,0,0,5292,0,0,16743,33918,4912754,381599,6430,1151,13948,6141,64454,1678,1789,7230,1649,0,6137,0,0,0,0,6177,0,1593,0,1474,5225,6145,12056,1237,28263,1717,5895,2301,0,0,0,0,3231,12854,0,3586
I285.1445R6.57_HILICPos_X_HILICPos,1133006,814898,658067,1132951808,1278133120,926256128,24501278,27621256,20217670,4490409,5058901,10701848,62116816,162973216,187542336,37944284,36013644,58298072,95202704,108413336,40828688,28733218,5396427,28113038,4244819,32416822,72675224,60651964,804253056,110329368,67887744,22890018,12190574,2434318,7853473,1449353,5436300,5260323,3839117,686213056,216308016,8196491,5984379,149233968,56276452,30420456,260654848,213115328,218150640,409868640,89071816,104758456,112120224,87288336,796536320,38509184,100567808,82485456,49960808,44594968
I285.1445R8.18_HILICPos_X_HILICPos,186579,155366,570770,139078960,149061872,140066976,283971,247322,380961,80982,355771,326627,151153744,245157872,245181456,88824592,93780392,67623408,70609008,93555456,37222136,42426996,168785840,121983752,32209636,111861360,303547680,437747072,167120496,151080544,148969040,74624808,83578824,217201,8691786,354007,463531,5578044,216076,96761936,37964468,3055930,881423,278313792,149904928,102796928,313589856,136689216,225621152,386986560,989954496,1017460608,290600896,394329120,267973136,105873816,153531088,278702688,97166472,54729200
I285.1447R0.91_CyanoAq_X_RP,36742,11200,33253,12181830,14583809,14327338,269109,393963,315500,52366,119728,150314,3439081,10665966,10949570,1767326,4053656,2546347,4387968,3512700,2408582,1672565,5276830,5041384,1249555,2492815,7276227,23603344,7389629,3078276,3691054,3449727,3750013,19386,984856,76211,54737,867520,38628,21761216,6321724,384262,167045,5590098,6606654,3672006,7404112,3214775,7809898,13688215,43777064,43884620,12541071,14829049,45267608,2074465,5518675,11629433,2622206,2033640
I285.1447R1.14_CyanoAq_X_RP,36064,44617,61704,64413224,66030340,50414464,728502,853168,658806,219949,227991,558498,1881842,9013990,9338634,724422,2126244,2039245,4948045,2790215,2346873,1255034,235719,1415561,186433,767558,1766126,3702326,33440958,2063837,1900378,1066349,664940,272859,931100,140200,710517,737580,461576,215648832,45841916,1168789,415833,5191912,4126228,1619975,6903515,7271614,5997902,13618058,4114606,4010431,6503675,4563200,51665788,1066815,4982625,4725505,1925969,1877984
I285.6464R1_CyanoAq_X_RP,0,0,0,689698,849257,838459,49271,21490,39467,2675,18087,19021,4500,602093,508470,198265,537936,198223,428013,253039,250965,215678,96293,383877,247571,201644,252705,740218,149581,66414,65673,162092,106833,0,0,16360,4314,8278,3191,1344708,406576,11212,9864,92614,234633,103688,90451,48755,168597,263715,21231,25679,21032,40310,37252,13373,45317,56791,47201,24155
I288.1918R7.18_HILICPos_X_HILICPos,12191342,6313227,9314429,15231850,17846674,11020981,10596703,13618832,12510768,8712723,7946714,9673718,6793492,11247435,11467814,7334192,6629658,7357688,6161521,7260565,9084806,9198482,3674205,7366261,2653635,4423359,4874901,5432259,9916171,11500468,13208433,9669611,5871303,162764,198605,288240,287456,1610816,0,8257989,6725695,1307305,352134,13874284,15645272,12665297,13338997,8674493,16132437,19394520,9938765,7523073,14528306,20339360,18940036,15748470,17196444,14744690,15611836,7853918
I288.2032R0.91_CyanoAq_X_RP,744319,1049053,1067004,2487635,1726491,1945491,602178,649018,637661,449163,1005779,906342,112117,753758,728044,105879,279950,200904,476233,174410,595253,385636,111831,205925,133589,127861,109103,406964,156525,111789,116804,355914,343083,32356,28424,43148,27545,48765,10456,3377802,1049078,190277,56146,247979,307365,233200,241370,158784,435935,578025,475271,388365,944274,803532,915634,136433,386681,769236,206747,306854
I289.1393R10.28_HILICPos_X_HILICPos,3172236,699040,839011,1187478784,692887232,397434112,16485937,9562541,10635825,5205359,3302133,2690515,2982110,46811256,40578664,18241386,15425495,9795268,10738618,14826911,11946698,8817863,8624848,8939594,4982706,10421336,25433008,38767120,14682016,17825002,13172447,9480262,6252006,0,321050,0,0,665204,0,56171256,8880356,586958,0,7276666,5301946,3136065,7568728,4059894,39901064,73073320,63263084,48613844,26811522,35123556,17622732,7481559,14852501,27753900,19575478,8171756
I291.0698R7.5_HILICPos_X_HILICPos,2243354,520553,2595516,6632007,4733795,2007003,3333415,3707871,3352652,6651884,1607876,1416933,10844259,16758238,14575531,4486892,5023406,7940571,20638322,4137662,11787537,9269149,4395825,7982739,5467106,3778986,3885494,6764560,6040853,8435869,4228702,7591839,8434087,0,0,0,0,0,0,0,0,0,0,11868015,14858900,14904797,9677842,6386911,4953351,14980289,8570817,6350997,25937602,41085860,24279598,5887920,11068452,24817608,7049379,5000966
I292.0629R12.12_HILICPos_X_HILICPos,2126486,14401079,14698931,2539375,3751343,19831136,3240008,4155676,4362877,3142170,15117865,26282522,5611903,4195606,8565268,4449621,3253542,4929189,5494173,10540421,2705310,2868597,3941444,2431690,3722658,6555909,5471305,3021590,6027132,6638588,12623422,2159327,7814631,0,332558,217968,278600,0,159667,0,0,608946,337286,7565452,880508,4832699,7923494,8818123,13238466,10906887,3703775,8238029,1484873,7255825,8650232,9460982,5012472,9284875,12642900,9280111
I292.0727R10.9_HILICNeg_X_HILICNeg,2830041,2926731,4171440,25773454,30748912,25611010,6001369,6980321,7745419,1144596,3551481,6567286,1477577,2170842,4651747,367602,679974,450431,342206,232598,1413058,1037463,354221,1077081,865601,713594,543492,1245244,2700999,2958169,1666997,2143111,1979426,92427,113223,0,35683,106119,0,21061938,15673916,942949,72836,3558115,2106602,1769771,2774203,300284,8117316,12456532,5579630,2916794,6948213,7121369,5406015,4087132,6260594,9527972,4400538,3832371
I293.2112R9.77_CyanoAq_X_RP,114547,227430,233126,1816984,2503075,2522987,234902,319032,308903,83681,126989,260451,133910,380405,971452,27893,0,0,125880,101709,67738,69417,0,0,0,0,0,0,100891,194626,179756,64222,73242,6453,0,0,0,0,0,2790060,3775915,86264,42330,286145,47494,93905,132748,150964,436658,1230356,73176,159330,108140,310562,346322,198781,132444,488822,78986,187313
I293.2113R9.66_CyanoAq_X_RP,94460,239860,270326,1955537,2837289,2912095,270358,339747,362595,76338,125284,262783,145134,349468,1050628,27493,13733,0,105512,145440,35512,82016,0,0,0,0,0,0,146714,172371,198797,61030,73573,17552,0,0,0,0,0,2635207,3600417,74249,33409,322098,63776,102184,199701,169880,515258,1253979,94516,177408,119464,232130,366370,165820,138208,537053,67233,201169
I294.1814R1.08_CyanoAq_X_RP,197984,179267,238067,938791,1010448,878418,250361,268322,227172,215916,277074,513395,42550,261495,220797,41839,133661,71648,144157,71141,219992,157953,47767,127729,61878,85875,70109,204519,73761,60020,57056,134402,139189,33920,16734,30640,11373,27682,0,1092192,445957,120293,78082,84454,93078,46286,158117,136162,232113,367394,331306,231864,323366,330218,218555,74622,204651,325164,141547,83003
I295.1291R1.78_CyanoAq_X_RP,2376052,1839221,2043435,1686714,1687324,1429924,931151,980956,944817,1013730,865558,1582227,97086,463853,397412,134546,272225,231925,380052,290942,579153,428472,205739,186071,120252,145565,158844,335195,167511,150810,111477,219255,232891,85281,362601,111682,4500110,503768,42959,1529785,1080162,233857,135403,206026,179222,136744,90784,77372,423382,526814,419027,323317,434017,471026,525906,171633,319815,1772312,656658,277220
I295.1654R2.4_CyanoAq_X_RP,230277,244110,268315,1080711,1115796,910985,274858,278659,246925,169246,299132,572808,38635,364596,432348,83648,134866,188379,349787,235139,264199,151736,26659,58846,44112,55142,60163,138325,46450,81733,54442,172933,149226,26780,22125,18859,2304,11080,1522,1579814,1248216,82594,33991,114518,107300,87863,98617,49300,144877,236307,107237,57428,384380,435539,469100,94971,159754,455234,165737,159413
I295.1655R2.58_CyanoAq_X_RP,272401,291782,348481,1102877,1197275,1001116,364013,383100,331056,217885,326681,705724,93120,538403,595419,90950,156521,141374,392083,183750,438675,200328,35567,78836,75745,98897,120715,179624,59445,98860,81563,191570,187587,28893,68571,16778,3291,20730,1209,1986335,1095153,94726,76797,228141,199861,170833,161669,127947,198345,315349,124506,100677,253525,598042,484121,164077,181923,550755,193689,167685
I295.1655R2.81_CyanoAq_X_RP,175071,189745,247763,812352,749717,657002,150724,155089,131098,102391,167944,374331,67000,369989,349847,45553,81060,67731,199423,127105,258151,135496,5935,23447,12800,53734,33019,63044,31121,74298,48019,111767,101093,0,4919,1317,0,0,0,1219857,1079616,31992,9141,165045,138225,94780,106152,58689,151174,187025,107770,43978,371235,423953,475677,89437,151684,306476,95711,85375
I296.6058R1.22_CyanoAq_X_RP,796165,519822,645938,780655,852912,785879,507329,645985,759383,751123,781903,1256251,62743,595961,195977,150291,290751,115149,277832,165417,135741,143532,0,311453,102589,99751,43951,134412,247115,130596,138701,116814,240729,37792,79541,3220,31147,43179,0,1157833,1117354,315501,86847,355048,435242,168773,78954,142897,643363,1151562,634898,350994,255577,358542,451075,3670,134647,505442,1271892,142924
I297.0846R5.35_HILICPos_X_HILICPos,4399439,4066993,12146706,20577942,16460703,9583579,2698830,4243144,3458046,6703999,4106587,11342391,37160208,67764120,33319248,0,706851,302883,4893407,133828,3500381,274457,31713,1210593,432789,136521,186936,852867,31292726,42184388,48850088,27739758,55291344,0,0,0,0,0,0,1461457,947295,0,0,41511216,86379368,44981548,65578236,24966520,37109268,58267232,37271672,13413638,65392892,49058004,81831416,15687460,31469044,21219134,15339268,2213621
I297.1885R5.9_CyanoAq_X_RP,0,0,0,641116,841358,686035,116075,118110,127297,28779,45298,110724,0,0,0,1640341,2156841,11239409,6341592,6807698,393860,276937,455867,2887110,855773,1975393,3683098,5877484,0,2876,0,61695,52109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I298.0971R2.1_CyanoAq_X_RP,324661,442057,369574,2365423,2399180,1809352,660443,828478,605043,729156,1208716,2128402,364278,1484560,1024111,420968,1049759,702201,747070,772890,696186,401223,109782,1946085,153052,693698,405124,1224891,1178999,668273,833866,1138976,320700,52410,59170,58109,52851,61596,30606,1132475,432076,156376,63813,465592,758430,429315,1019543,601071,2248503,2792163,1302062,822701,1458898,1046138,1650224,670111,984677,1345218,1344665,745164
I298.957R7.41_HILICNeg_X_HILICNeg,0,0,0,0,0,0,0,0,0,0,0,0,23725734,35291156,46055004,19534454,14773398,17038996,20286072,21335380,13974838,12633437,15213991,20143324,22396834,27022234,16313623,14589416,37639136,34331084,27811158,27751296,32779618,0,0,0,0,0,0,0,0,0,0,51061184,17766102,21946642,51044980,26210346,69989320,69684304,35288008,52791144,25200194,49947764,49079744,28411270,31056358,56358412,28511950,19216678
I299.1967R2.47_CyanoAq_X_RP,0,0,0,0,0,0,0,0,0,0,0,0,0,991455,600044,0,0,0,0,0,0,0,0,0,0,0,0,0,97602,54104,65075,49354,51507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596461,1641866,109772,83940,257118,188413,252502,185268,481318,607828,680102,518027
I300.8705R4.81_HILICNeg_X_HILICNeg,0,0,25482,36770,85615,42002,0,13767,13840,0,9788,127417,1061243,2832122,4785260,7336402,3297306,2603550,3952566,6642244,1733152,1747380,838283,2555516,2381924,6031019,2646932,2134130,2368866,5421949,2332701,1489194,1098631,0,0,0,0,0,0,0,0,0,0,4346873,1266084,1454660,5042026,2134567,8837392,4495817,985611,1724663,1357203,2611344,2142620,3244931,1001767,3261496,2421465,2121577
I302.0009R7.07_HILICNeg_X_HILICNeg,0,0,0,0,0,0,0,0,0,0,0,0,23306846,14570050,25338876,10841725,9905327,10761511,13931602,21933106,23622786,78646128,12632093,15284476,12723800,10411627,12456858,11611186,24457878,13453167,13379846,8768636,23480706,0,0,0,0,0,0,0,0,0,0,19877026,21119286,36177640,17330688,12715376,8930727,29375388,6822766,11491484,13720742,29828938,31903208,13820577,11874342,37091144,23780990,20699518
I303.1551R9.17_HILICPos_X_HILICPos,0,407524,0,9260924,11172418,8273626,0,0,0,0,0,0,1904775,10166650,8007157,14067752,15983962,16480149,18940310,27081904,30677674,16778360,7704781,8086853,4168700,7185439,10711513,15955343,9154874,8049904,2768069,3286289,2359535,0,0,13854,0,214446,0,31040216,8698873,965894,509824,4226842,1962979,915604,3441000,2328650,5761758,9469538,6422174,4821549,2992038,3120875,20324738,1175637,3100008,3148102,2758922,1191061
I303.1553R0.89_CyanoAq_X_RP,0,0,0,13454282,13877287,15847808,181476,113519,150440,65147,97647,72599,60605,659513,864422,196701,0,46276,0,90838,0,0,3186905,232060,68960,98633,1071441,0,1282951,280180,480466,66854,306934,0,0,0,0,0,0,7437148,846614,36721,0,0,26807,9183,118564,289315,284244,596251,444314,811520,597760,122783,0,1045600,77089,141598,255212,185652
I304.079R2.8_HILICNeg_X_HILICNeg,2138669,1413660,1566583,4171589,4121860,3818759,1959838,2544923,2258369,2099747,2029043,3601475,1626289,11389472,8247330,2814726,1328468,8192612,9636076,2649585,0,506268,0,378750,345965,0,167352,0,242802,755110,436271,510271,1304633,0,0,0,0,0,0,0,0,0,0,1516994,1884676,2101076,2312035,699373,965850,822535,617038,432662,2188486,4200208,2638870,253707,1818040,4052130,839639,915585
I305.1573R1.6_CyanoAq_X_RP,3048848,2915753,2709358,3156448,3108973,2729970,3897409,3979840,3887418,2525110,2730746,3377364,1963817,1438649,1730071,1916348,2160725,4392171,1928989,1472350,2056446,2413933,1505063,5140278,1563875,1032506,2253271,1499663,3132770,2203230,2500385,2215654,1894710,484114,658561,674503,574701,243853,376855,748694,864018,830514,814685,1839103,3054805,2944474,3400462,1861683,4205951,1609849,1634200,2358850,2458858,3051474,1287323,3158201,4151132,1902933,1630500,4249814
I306.4913R3.77_CyanoAq_X_RP,0,0,0,0,1842,981,6297,3557,0,0,881,182126,246393,1673996,1623300,12608,8316,8610,0,15303,0,4358,0,1390,4083,10032,2925,1632,1361,192315,38379,31001,7906,0,0,0,0,0,0,1061291,39023,0,0,308850,184180,157039,390330,144397,527037,493884,381230,109267,0,1166709,2701052,128049,816660,909532,860508,274397
I308.1605R5.35_HILICPos_X_HILICPos,3706948,4419076,7749196,8020499,7233535,6114431,2833580,3663874,3269670,4378343,4272629,7362172,19802414,15706438,17411712,2081405,2979610,1449075,4006125,1824582,6272212,2351545,1071155,2136009,1413037,2078133,2237372,1674991,21679948,22138814,23404476,20419768,14583115,10439,10086,0,0,0,0,5098024,3369458,289022,60675,27259852,25001738,22291176,29112514,21539200,21523702,25949750,12971880,11793102,18343148,29712242,30000140,17473578,19277202,19075948,13538335,6056257
I310.14R1.31_CyanoAq_X_RP,49781,48656,63464,384256,410632,392935,135243,146405,114133,128076,210112,279931,35298,250440,268155,59776,133479,121606,189785,124891,215882,131471,60151,156147,83134,137761,62658,139752,61556,64478,44727,164923,122354,0,10483,4585,0,4091,0,1349586,837093,27851,7723,55678,62394,22212,184733,86889,145238,246602,252428,203512,250146,244793,240968,42548,120027,323705,123443,87582
I311.1239R1.4_CyanoAq_X_RP,698471,592960,702795,691188,606984,496706,306459,317517,269501,376601,293242,663097,31442,183671,170995,117663,249382,80324,141828,90560,259595,245543,86229,290358,84813,140665,91559,207562,57845,67607,37582,262818,176960,30867,55381,47009,2104718,292786,1828,966707,835714,401554,66821,94832,63916,37658,19955,11778,113047,132802,92143,58090,171644,197423,252541,53931,129280,1167447,397082,77334
I313.1548R4.98_CyanoAq_X_RP,173348,216272,224522,786000,910934,697396,252019,252307,219789,124035,236726,531628,79247,309231,410813,65242,122721,63015,216614,96770,311668,143030,4486,32024,27206,81620,52898,65886,28918,125273,89629,150844,112246,2954,3472,0,0,0,0,1060079,664654,78850,11772,202076,123617,85940,128336,108934,104725,241256,119501,83623,88192,238812,220238,116447,78868,424032,108019,129025
I316.0457R12.61_HILICNeg_X_HILICNeg,197970,121801,121527,1981092,1920554,1385223,1470245,1439088,1199034,581085,622569,1162341,262271,866103,961059,680549,243888,125340,156844,555852,0,54032,0,0,134915,463573,346590,0,734162,1250060,1338189,261353,223430,0,0,0,0,0,0,0,0,0,0,510439,836705,172324,830960,917063,1200879,1507707,965826,791178,1247806,1155157,1054693,1549452,725319,1017957,1251274,748204
I317.0553R12.1_HILICNeg_X_HILICNeg,36514636,30171310,36442520,345384608,308100096,242829696,37893140,44166796,42671916,26464542,44123228,62382096,35926328,219206192,159402672,20508200,21657560,25423790,22300026,26074616,13815712,13114323,4881012,9148600,6123585,11175702,6739435,19807886,32629706,51736112,27047874,46569928,26036808,246200,183806,0,0,49962,0,102218136,67941544,2613596,406510,43465216,18049712,21030584,40732652,22590344,182465536,377648384,116375640,81931296,123129736,139103360,55832180,73052656,102803256,176779488,107685880,50347672
I321.2427R9.33_CyanoAq_X_RP,72090,193081,169620,1997942,2021353,2572373,176010,219795,344120,76321,149693,89550,89968,335790,605097,27841,6816,4208,56381,90865,9533,29704,0,6247,0,0,18442,0,44547,37584,53835,20208,88844,3555,3720,0,0,0,0,1818675,1375758,206624,27803,118752,19825,38965,41423,30371,171661,458956,54272,87160,121319,598964,629737,162026,79706,775929,101317,126077
I322.1877R1.19_CyanoAq_X_RP,207800,249246,300361,852941,836198,787893,237148,253375,239522,191374,412186,461627,50700,223814,238722,62822,140652,75359,159712,70320,257639,155162,52384,109895,68978,70948,59325,150982,60429,63024,57751,164453,134751,10764,6137,0,0,5028,0,706101,181013,70628,33333,97805,92535,68321,120952,78097,164213,263006,200959,151622,166708,199095,162937,55719,124291,267022,105046,101933
I325.0188R11.15_HILICNeg_X_HILICNeg,21694,215551,352676,5349440,4927678,13887290,3484483,4385333,4017615,1617352,6537491,16291322,0,0,323598,2085930,476185,858479,1513411,1424058,24771,115882,3359431,1080581,1988576,3346142,2512712,431909,10090,110136,118753,317314,1702641,0,0,0,0,0,0,0,0,0,0,0,0,51623,88770,32537,2432860,1655810,0,511074,35955,821522,179051,1654111,78793,1433478,1792372,1645286
I325.1761R2.97_CyanoAq_X_RP,0,0,0,659570,731320,635961,18181,0,0,0,0,87736,0,234949,156184,291605,454257,255357,237104,304048,354036,169412,16323,365929,40740,240563,219067,336756,373898,529978,480205,402210,151176,0,0,0,0,0,0,226223,1886,0,0,0,0,0,7822,0,501599,552348,20978,19619,9530,8001,2639,1467,12824,65333,64451,39158
I326.0563R6.58_HILICPos_X_HILICPos,3925515,4151106,3766246,2946322,3874553,3651590,2915471,3303305,3096675,3140652,3636898,4199957,17890672,6642445,9248078,7055715,4508866,2583348,17554026,6902827,13957785,12509674,7063597,4077267,6990591,6099195,6034304,3587222,8436845,10348687,13422089,7691044,12086312,1189885,1751177,2125837,3843485,3033636,511033,10024838,9000602,11452064,4188311,24645020,22038672,22712594,21089550,17130238,16200318,14772192,4267209,4505156,12930307,22667286,23983196,15665006,18683210,22290878,21608440,10379962
I327.1204R10.42_HILICNeg_X_HILICNeg,0,0,0,2745843,2847704,2018139,0,0,0,0,0,0,1632678,4639226,5380214,1530621,1303904,822320,1109192,1591218,989749,1199490,3382782,1330794,670458,1525361,6845762,5353213,1760679,1806878,1375515,1707609,1592100,0,0,0,0,0,0,3557118,758939,0,0,1263588,755240,693357,1262028,1360292,18291582,21279786,8220219,10388403,3006148,3117096,4167681,1120102,1280697,2766569,2350996,2004786
I329.0856R4.34_HILICNeg_X_HILICNeg,2261224,1650656,2617547,6601562,5458116,4955846,3408692,3717500,3709015,3805011,3628653,5491720,3222815,10032608,8309008,2238749,2247170,4576749,9405747,2832228,302226,1113663,0,787760,2724513,570896,853250,844417,1050128,2474485,759529,2640933,4814670,0,0,0,0,0,0,0,0,0,0,2062864,4847506,3819937,3629542,1535718,2675029,3796909,5107101,3821593,3945582,5899747,5211880,634405,5263701,6287488,2368523,2069263
I329.1346R2.89_CyanoAq_X_RP,3671,5274,14685,522600,482899,394540,1933,6214,6875,0,6364,7593,992,352592,537275,67832,115832,36511,59568,74014,3546,5824,0,24535,20056,97499,142345,71989,189777,130240,128846,107852,91178,0,0,0,0,0,0,929925,91595,0,0,16929,36642,0,78985,55158,494854,753846,315106,319836,177828,176545,120447,34124,134438,311602,165636,147941
I329.1347R0.88_CyanoAq_X_RP,0,0,0,1573063,1463383,1349692,26049,27992,12109,2411,10732,8029,1255223,8760801,9697264,1121240,2620050,1791168,2066391,1338378,2493204,1502985,3634620,2705962,1370903,1354905,4440114,13662697,3046216,1268797,1342763,3195630,3262957,34679,104350,21956,37851,449665,5351,9831211,2896844,246972,75894,856570,1721172,1044104,1815091,1101518,23792302,28057346,20051696,18482632,7225119,5526475,6304080,1302922,4251573,6569763,4760845,3575976
I329.1742R7.17_HILICPos_X_HILICPos,3416741,3065435,3997083,5534040,5925701,4636950,2463043,4116491,4167682,3429384,4081677,4327488,9915107,18240390,14120322,10362098,13351706,11645648,9340468,11656896,18357898,15004419,5974157,12501644,5586515,6493457,8001981,11175305,15270734,15656063,15091185,19747756,8840790,292092,308262,282017,459451,1688806,138880,12230064,9057127,2460190,681325,22775868,29176708,17344746,18961836,13234695,24407502,34017580,19881302,12186635,29172110,34459328,25639264,18488798,29495038,18658372,21203372,11156495
I329.2073R2.82_CyanoAq_X_RP,0,0,0,0,0,0,0,0,0,0,0,0,0,2076083,1218273,0,0,0,0,0,0,0,0,0,0,0,0,0,169668,91916,110510,87365,85406,0,0,0,0,0,0,641650,10689,0,0,0,0,0,0,0,1057974,3214215,268562,219067,688974,555565,615788,422362,1022439,1503964,1262631,1015345
I331.1154R11.28_HILICNeg_X_HILICNeg,0,0,0,54846176,57209412,52048400,1351341,1222113,1279917,714419,698052,804852,2432423,17963384,15482833,5256063,5543540,3347596,3190019,3327357,3028001,3340484,2562261,5842404,3085513,4827175,7766433,13242024,8813871,8381785,5528196,7361320,5039940,0,0,0,0,0,0,20979400,3302153,0,0,3572178,4525746,2505261,7713606,2508613,37872456,54472180,18279506,15147940,9225229,12930135,5597253,2379526,8649510,13634573,13038117,6717825
I333.1293R11.28_HILICPos_X_HILICPos,1718209,539679,1023575,974694336,1088152832,638468736,14169815,19102078,16583480,5027607,5727819,8003248,23632646,213105664,95841088,61382700,46756500,38347096,30301928,17847122,34765924,43164444,15764684,65034780,17842524,41431764,43350516,124229504,80422456,127487200,51459644,145899984,32548358,2637819,3009172,540923,1245920,12067686,1034389,972644416,214784160,3887589,1922178,30005858,49051584,31019666,75138176,23842776,381471456,458876064,257322784,172291840,139067664,176023888,30851944,23536120,112852608,112861552,144727504,66272644
I338.006R9.9_HILICNeg_X_HILICNeg,0,0,0,2236121,2482541,6477655,0,0,0,0,19595,0,1031554,1162101,2176502,1660692,1238937,524545,1276575,2320718,770886,858062,607246,792464,606454,2297024,3542170,1999035,1321124,1431137,2069925,31959,802968,0,0,0,0,0,0,0,0,0,0,2042353,38741,1362544,1512626,1541799,3728784,6638339,131859,949752,0,1680698,3692296,1253091,252439,1591963,2149267,710888
I340.0028R9.93_HILICNeg_X_HILICNeg,0,0,0,1646374,2000046,5008596,0,0,0,0,0,0,732673,812174,1705579,1283133,785284,466721,1008879,1909519,446264,656192,391027,560960,350097,1715978,2863508,1567156,1031421,1160982,1562395,18613,652191,0,0,0,0,0,0,0,0,0,0,1478158,30352,994056,1145064,1211573,2874042,5336718,21198,723619,68837,1280942,2810437,897325,66448,1315893,1674091,526825
I340.2597R6.69_CyanoAq_X_RP,3866806,2919462,3416738,74299,82081,72665,481990,765339,413802,2615869,2130763,2514952,60520,13950,40445,11715,4813,36259,40702,11343,326469,311776,19455882,735996,213293,69105,527413,191125,286030,90372,69266,496812,194279,34059,757285,40194,6500,65841,12991,18430,30205,7258,62290,32727,57121,73521,53133,20182,186940,26523,159763,34004,73813,29616,5381,22299,54247,7917,13084,59707
I340.2597R6.93_CyanoAq_X_RP,35862,57267,11757,14208,648663,158114,40035,27000,16162,10685,25075,37146,91479,3908,35696,50357,5404,12911,17637,35627,23285,53098,136053,438473,496607,709359,410742,439664,928193,963946,728570,140582,215083,5025,2223,8615,0,1649,3616,17210,13351,3287,2113,22739,50607,37028,66037,33791,136418,39751,47818,10242,35586,95893,56424,33970,49005,22786,21840,33542
